stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
"de:08125:4570:0:1","Gundelsheim-Böttingen","49.29046081","9.14550536","","","","Pde:08125:4570"
"de:08125:4570:0:2","Gundelsheim-Böttingen","49.29050182","9.14555926","","","","Pde:08125:4570"
"de:08125:4595:1:1","Bad Wimpfen Im Tal","49.22977665","9.18694465","","","","Pde:08125:4595"
"de:08125:4615:1:1","Bad Rappenau","49.23748429","9.10093994","","","","Pde:08125:4615"
"de:08125:4615:1:2","Bad Rappenau","49.23747842","9.10116452","","","","Pde:08125:4615"
"de:08125:4615:2:1","Bad Rappenau","49.23764265","9.10119147","","","","Pde:08125:4615"
"de:08125:4615:2:3","Bad Rappenau","49.23771890","9.10077824","","","","Pde:08125:4615"
"de:08125:4615:5:2","Bad Rappenau","49.23771890","9.10117350","","","","Pde:08125:4615"
"de:08125:511","Neckarsulm AUDI Tor 6","49.20216827","9.22701849","","","",""
"de:08125:519:1:20","Bad Friedrichshall Hbf","49.23225214","9.19990734","","","","Pde:08125:519"
"de:08125:519:5:10","Bad Friedrichshall Hbf","49.23145436","9.19947614","","","","Pde:08125:519"
"de:08125:5404:1:1","Eppingen","49.13608620","8.91446765","0278","","","Pde:08125:5404"
"de:08125:5404:2:Mast1","Eppingen Bahnhof","49.13599216","8.91365917","0278","","","Pde:08125:5404"
"de:08125:5404:90:2","Eppingen","49.13623313","8.91506054","0278","","","Pde:08125:5404"
"de:08125:5404:90:3","Eppingen","49.13598041","8.91471918","0278","","","Pde:08125:5404"
"de:08125:5404:90:4","Eppingen","49.13593927","8.91471918","0278","","","Pde:08125:5404"
"de:08125:5405","Eschenau Schloss","49.13713824","9.40445373","","","","Pde:08125:5405"
"de:08125:5606:2:1","Bad Wimpfen-Hohenstadt","49.24277453","9.13924410","","","","Pde:08125:5606"
"de:08125:5606:3:2","Bad Wimpfen-Hohenstadt","49.24331994","9.13722290","","","","Pde:08125:5606"
"de:08125:5606:3:3","Bad Wimpfen-Hohenstadt","49.24319092","9.13726781","","","","Pde:08125:5606"
"de:08125:620:90:1","Neckarsulm","49.18901879","9.21956247","","","","Pde:08125:620"
"de:08125:620:90:7","Neckarsulm","49.18901879","9.21956247","","","","Pde:08125:620"
